Date,PM2.5,PM10,NO2,NH3,SO2,CO,Ozone,AT,AQI,AQI_Standard
2020-06-09,22.47,39.71,18.75,24.65,1.86,0.65,23.36,30.38,39.71,Good
2020-06-10,16.52,30.39,17.95,26.4,2.32,0.66,20.24,30.38,33.0,Good
2020-06-11,7.71,12.36,17.55,24.67,1.79,0.79,17.25,30.38,39.5,Good
2020-06-12,8.25,15.63,22.71,24.31,1.7,0.71,19.04,30.38,35.5,Good
2020-06-13,12.84,23.54,19.84,23.54,1.54,0.7,19.69,30.38,35.0,Good
2020-06-14,11.13,20.23,16.81,23.2,1.16,0.72,20.19,30.38,36.0,Good
2020-06-15,13.52,26.61,23.04,25.27,1.52,0.75,21.75,30.38,37.5,Good
2020-06-16,14.49,23.52,24.41,24.1,1.68,0.7,20.57,30.38,35.0,Good
2020-06-17,16.15,33.77,24.15,27.88,2.17,0.7,19.57,30.38,35.0,Good
2020-06-18,16.72,37.62,24.45,27.52,3.48,0.7,22.95,30.38,37.62,Good
2020-06-19,18.49,41.65,25.65,28.24,2.69,0.72,22.99,30.38,41.65,Good
2020-06-20,10.76,27.31,15.74,32.75,1.13,0.72,19.69,30.38,36.0,Good
2020-06-21,11.76,22.29,14.25,29.24,1.48,0.65,24.64,30.38,32.5,Good
2020-06-22,15.17,32.1,17.98,30.51,1.49,0.68,25.56,30.38,34.0,Good
2020-06-23,19.47,42.44,20.69,31.07,1.73,0.7,28.05,30.38,42.44,Good
2020-06-24,20.02,46.38,15.1,18.69,6.86,0.66,41.13,30.38,46.38,Good
2020-06-25,16.93,39.3,15.32,22.07,11.39,0.57,31.78,30.38,39.3,Good
2020-06-26,9.42,19.41,15.55,25.45,10.18,0.67,30.46,30.38,33.5,Good
2020-06-27,8.67,16.44,108.21,18.43,4.29,0.69,30.99,30.38,128.21,Moderately Polluted
2020-06-28,11.75,18.9,154.54,14.91,3.45,0.68,39.52,30.38,174.54,Moderately Polluted
2020-06-29,19.51,34.56,200.87,11.4,5.21,0.79,37.18,30.38,220.87,Poor
2020-06-30,15.6,38.62,29.0,29.13,5.9,0.68,29.83,30.38,38.62,Good
2020-07-01,12.25,33.94,18.54,29.04,8.74,0.73,34.44,30.38,36.5,Good
2020-07-02,12.61,32.89,16.66,29.8,10.23,0.63,38.39,30.38,38.39,Good
2020-07-03,10.11,32.61,19.53,25.31,2.72,0.66,26.67,30.38,33.0,Good
2020-07-04,7.99,24.7,17.58,24.21,2.54,0.66,22.61,30.38,33.0,Good
2020-07-05,7.42,21.98,15.35,27.35,2.52,0.67,27.17,30.38,33.5,Good
2020-07-06,10.1,25.66,20.87,25.02,2.57,0.74,29.93,30.38,37.0,Good
2020-07-07,12.82,31.93,15.8,13.83,5.96,0.77,36.65,30.38,38.5,Good
